Дата;Заказчик;Город;Категория товара;Товар;Цена за упаковку;Количество;Итого
10.06.2020 0:00;О'КЕЙ;Санкт-Петербург;Ягоды;Смородина черная;1505;44;66220
10.06.2020 0:00;О'КЕЙ;Волгоград;Овощи;Картофель;690;66;45540
10.06.2020 0:00;Ашан;Волгоград;Овощи;Свекла;450;39;17550
10.06.2020 0:00;Магнит;Волгоград;Овощи;Свекла;450;27;12150
10.06.2020 0:00;Лента;Ростов-на-Дону;Овощи;Картофель;690;20;13800
10.06.2020 0:00;О'КЕЙ;Екатеринбург;Ягоды;Смородина черная;1505;7;10535
10.06.2020 0:00;Лента;Волгоград;Ягоды;Смородина черная;1505;33;49665
10.06.2020 0:00;Ашан;Новосибирск;Ягоды;Смородина черная;1505;42;63210
10.06.2020 0:00;Магнит;Волгоград;Овощи;Капуста;460;56;25760
10.06.2020 0:00;Лента;Новосибирск;Ягоды;Малина;2970;51;151470
10.06.2020 0:00;Лента;Санкт-Петербург;Зелень;Салат айсберг;1380;44;60720
10.06.2020 0:00;О'КЕЙ;Екатеринбург;Овощи;Картофель;690;71;48990
11.06.2020 0:00;Магнит;Санкт-Петербург;Фрукты;Бананы;2400;64;153600
11.06.2020 0:00;Ашан;Санкт-Петербург;Овощи;Морковь;715;77;55055
11.06.2020 0:00;Ашан;Волгоград;Фрукты;Бананы;2400;99;237600
11.06.2020 0:00;Магнит;Волгоград;Фрукты;Груши;1420;32;45440
11.06.2020 0:00;Магнит;Москва;Ягоды;Клубника;2460;94;231240
11.06.2020 0:00;О'КЕЙ;Ростов-на-Дону;Овощи;Свекла;450;46;20700
11.06.2020 0:00;Лента;Новосибирск;Зелень;Салат айсберг;1380;60;82800
11.06.2020 0:00;Ашан;Москва;Зелень;Петрушка;640;24;15360
11.06.2020 0:00;Ашан;Санкт-Петербург;Овощи;Капуста;460;86;39560
12.06.2020 0:00;Магнит;Ростов-на-Дону;Овощи;Кабачки;325;79;25675
12.06.2020 0:00;Магнит;Волгоград;Ягоды;Черешня;1760;84;147840
12.06.2020 0:00;Ашан;Новосибирск;Зелень;Лук зеленый;705;15;10575
12.06.2020 0:00;О'КЕЙ;Екатеринбург;Овощи;Картофель;690;39;26910
12.06.2020 0:00;Лента;Москва;Зелень;Укроп;650;71;46150
12.06.2020 0:00;Магнит;Ростов-на-Дону;Ягоды;Клубника;2460;43;105780
13.06.2020 0:00;Магнит;Москва;Овощи;Баклажаны;890;40;35600
13.06.2020 0:00;Лента;Новосибирск;Фрукты;Апельсины;2540;72;182880
13.06.2020 0:00;О'КЕЙ;Ростов-на-Дону;Фрукты;Сливы;930;45;41850
13.06.2020 0:00;Ашан;Новосибирск;Зелень;Салат айсберг;1380;43;59340
13.06.2020 0:00;Магнит;Ростов-на-Дону;Овощи;Кабачки;325;32;10400
13.06.2020 0:00;Магнит;Екатеринбург;Фрукты;Абрикосы;1320;18;23760
13.06.2020 0:00;Лента;Екатеринбург;Зелень;Салат айсберг;1380;76;104880
13.06.2020 0:00;О'КЕЙ;Москва;Зелень;Лук зеленый;705;6;4230
13.06.2020 0:00;Ашан;Волгоград;Фрукты;Бананы;2400;50;120000
13.06.2020 0:00;О'КЕЙ;Москва;Фрукты;Груши;1420;66;93720
14.06.2020 0:00;Ашан;Волгоград;Фрукты;Сливы;930;43;39990
14.06.2020 0:00;О'КЕЙ;Новосибирск;Ягоды;Малина;2970;66;196020
14.06.2020 0:00;Лента;Волгоград;Овощи;Кабачки;325;33;10725
14.06.2020 0:00;О'КЕЙ;Ростов-на-Дону;Овощи;Баклажаны;890;67;59630
14.06.2020 0:00;О'КЕЙ;Новосибирск;Ягоды;Голубика;3205;22;70510
14.06.2020 0:00;О'КЕЙ;Санкт-Петербург;Ягоды;Черешня;1760;62;109120
14.06.2020 0:00;Магнит;Екатеринбург;Фрукты;Бананы;2400;8;19200
14.06.2020 0:00;О'КЕЙ;Санкт-Петербург;Фрукты;Сливы;930;67;62310
14.06.2020 0:00;О'КЕЙ;Екатеринбург;Фрукты;Груши;1420;87;123540
14.06.2020 0:00;Ашан;Москва;Овощи;Кабачки;325;100;32500
14.06.2020 0:00;Лента;Москва;Фрукты;Груши;1420;33;46860
14.06.2020 0:00;Магнит;Екатеринбург;Зелень;Лук зеленый;705;40;28200
14.06.2020 0:00;Ашан;Санкт-Петербург;Ягоды;Черешня;1760;91;160160
15.06.2020 0:00;Лента;Волгоград;Зелень;Лук зеленый;705;42;29610
15.06.2020 0:00;Ашан;Москва;Ягоды;Малина;2970;6;17820
15.06.2020 0:00;Магнит;Москва;Ягоды;Клубника;2460;23;56580
15.06.2020 0:00;Ашан;Ростов-на-Дону;Ягоды;Брусника;1670;96;160320
15.06.2020 0:00;Ашан;Екатеринбург;Ягоды;Голубика;3205;46;147430
16.06.2020 0:00;Магнит;Москва;Ягоды;Брусника;1670;7;11690
16.06.2020 0:00;Лента;Новосибирск;Фрукты;Бананы;2400;18;43200
16.06.2020 0:00;Лента;Новосибирск;Зелень;Кинза;650;43;27950
16.06.2020 0:00;Магнит;Ростов-на-Дону;Ягоды;Малина;2970;47;139590
16.06.2020 0:00;Магнит;Новосибирск;Зелень;Петрушка;640;73;46720
16.06.2020 0:00;Магнит;Новосибирск;Фрукты;Груши;1420;53;75260
16.06.2020 0:00;О'КЕЙ;Екатеринбург;Ягоды;Малина;2970;57;169290
16.06.2020 0:00;Ашан;Волгоград;Овощи;Картофель;690;45;31050
16.06.2020 0:00;Магнит;Ростов-на-Дону;Фрукты;Бананы;2400;90;216000
16.06.2020 0:00;Магнит;Волгоград;Ягоды;Черешня;1760;43;75680
16.06.2020 0:00;Лента;Новосибирск;Ягоды;Голубика;3205;40;128200
16.06.2020 0:00;Магнит;Санкт-Петербург;Зелень;Салат айсберг;1380;33;45540
17.06.2020 0:00;Ашан;Волгоград;Овощи;Капуста;460;41;18860
17.06.2020 0:00;Лента;Санкт-Петербург;Ягоды;Голубика;3205;91;291655
17.06.2020 0:00;О'КЕЙ;Волгоград;Ягоды;Голубика;3205;13;41665
17.06.2020 0:00;Магнит;Екатеринбург;Фрукты;Апельсины;2540;76;193040
17.06.2020 0:00;Ашан;Ростов-на-Дону;Фрукты;Апельсины;2540;21;53340
17.06.2020 0:00;Лента;Санкт-Петербург;Фрукты;Абрикосы;1320;91;120120
17.06.2020 0:00;Лента;Санкт-Петербург;Фрукты;Сливы;930;69;64170
17.06.2020 0:00;О'КЕЙ;Екатеринбург;Зелень;Кинза;650;50;32500
17.06.2020 0:00;О'КЕЙ;Москва;Зелень;Салат айсберг;1380;39;53820
17.06.2020 0:00;Лента;Москва;Фрукты;Сливы;930;76;70680
17.06.2020 0:00;Ашан;Москва;Овощи;Баклажаны;890;97;86330
17.06.2020 0:00;О'КЕЙ;Ростов-на-Дону;Фрукты;Яблоки;1230;16;19680
17.06.2020 0:00;Ашан;Екатеринбург;Зелень;Салат айсберг;1380;70;96600
18.06.2020 0:00;Магнит;Москва;Зелень;Укроп;650;89;57850
18.06.2020 0:00;Ашан;Екатеринбург;Овощи;Свекла;450;9;4050
18.06.2020 0:00;Лента;Новосибирск;Овощи;Капуста;460;82;37720
18.06.2020 0:00;Лента;Москва;Овощи;Баклажаны;890;71;63190
18.06.2020 0:00;О'КЕЙ;Новосибирск;Фрукты;Апельсины;2540;30;76200
18.06.2020 0:00;Магнит;Москва;Фрукты;Абрикосы;1320;22;29040
18.06.2020 0:00;Ашан;Волгоград;Зелень;Салат айсберг;1380;15;20700
18.06.2020 0:00;Лента;Ростов-на-Дону;Фрукты;Абрикосы;1320;42;55440
19.06.2020 0:00;О'КЕЙ;Москва;Фрукты;Сливы;930;50;46500
19.06.2020 0:00;Магнит;Санкт-Петербург;Овощи;Свекла;450;26;11700
19.06.2020 0:00;Лента;Екатеринбург;Ягоды;Голубика;3205;63;201915
19.06.2020 0:00;Магнит;Санкт-Петербург;Фрукты;Абрикосы;1320;66;87120
19.06.2020 0:00;О'КЕЙ;Новосибирск;Зелень;Салат римский;540;71;38340
19.06.2020 0:00;Ашан;Санкт-Петербург;Ягоды;Малина;2970;75;222750
19.06.2020 0:00;О'КЕЙ;Екатеринбург;Фрукты;Абрикосы;1320;9;11880
19.06.2020 0:00;Лента;Ростов-на-Дону;Овощи;Картофель;690;35;24150
19.06.2020 0:00;Магнит;Санкт-Петербург;Ягоды;Черешня;1760;49;86240
19.06.2020 0:00;О'КЕЙ;Москва;Ягоды;Черешня;1760;65;114400
19.06.2020 0:00;О'КЕЙ;Волгоград;Овощи;Картофель;690;67;46230
20.06.2020 0:00;Ашан;Екатеринбург;Фрукты;Апельсины;2540;29;73660
20.06.2020 0:00;Лента;Екатеринбург;Фрукты;Абрикосы;1320;5;6600
20.06.2020 0:00;Магнит;Санкт-Петербург;Овощи;Свекла;450;42;18900
20.06.2020 0:00;О'КЕЙ;Москва;Зелень;Петрушка;640;91;58240
20.06.2020 0:00;Магнит;Волгоград;Овощи;Капуста;460;14;6440
20.06.2020 0:00;Лента;Москва;Зелень;Петрушка;640;79;50560
20.06.2020 0:00;Ашан;Новосибирск;Фрукты;Груши;1420;80;113600
20.06.2020 0:00;О'КЕЙ;Москва;Зелень;Петрушка;640;69;44160
20.06.2020 0:00;Магнит;Санкт-Петербург;Ягоды;Малина;2970;53;157410
20.06.2020 0:00;Лента;Санкт-Петербург;Ягоды;Клубника;2460;14;34440
20.06.2020 0:00;Лента;Новосибирск;Фрукты;Бананы;2400;59;141600
21.06.2020 0:00;Ашан;Ростов-на-Дону;Фрукты;Яблоки;1230;8;9840
21.06.2020 0:00;Магнит;Екатеринбург;Зелень;Укроп;650;7;4550
21.06.2020 0:00;Лента;Ростов-на-Дону;Ягоды;Брусника;1670;25;41750
21.06.2020 0:00;Магнит;Новосибирск;Ягоды;Смородина черная;1505;49;73745
21.06.2020 0:00;Магнит;Ростов-на-Дону;Ягоды;Брусника;1670;75;125250
22.06.2020 0:00;О'КЕЙ;Волгоград;Овощи;Баклажаны;890;21;18690
22.06.2020 0:00;О'КЕЙ;Волгоград;Ягоды;Голубика;3205;82;262810
22.06.2020 0:00;Магнит;Ростов-на-Дону;Овощи;Кабачки;325;62;20150
22.06.2020 0:00;О'КЕЙ;Москва;Овощи;Кабачки;325;39;12675
22.06.2020 0:00;Лента;Волгоград;Зелень;Лук зеленый;705;48;33840
22.06.2020 0:00;О'КЕЙ;Санкт-Петербург;Овощи;Свекла;450;28;12600
22.06.2020 0:00;Магнит;Санкт-Петербург;Зелень;Петрушка;640;30;19200
22.06.2020 0:00;Лента;Екатеринбург;Ягоды;Голубика;3205;66;211530
22.06.2020 0:00;Магнит;Новосибирск;Зелень;Салат айсберг;1380;78;107640
22.06.2020 0:00;О'КЕЙ;Ростов-на-Дону;Фрукты;Апельсины;2540;36;91440
23.06.2020 0:00;О'КЕЙ;Новосибирск;Ягоды;Клубника;2460;70;172200
23.06.2020 0:00;Лента;Волгоград;Ягоды;Малина;2970;70;207900
23.06.2020 0:00;Магнит;Ростов-на-Дону;Овощи;Морковь;715;67;47905
23.06.2020 0:00;Магнит;Екатеринбург;Фрукты;Абрикосы;1320;95;125400
23.06.2020 0:00;О'КЕЙ;Ростов-на-Дону;Ягоды;Черешня;1760;31;54560
23.06.2020 0:00;Ашан;Волгоград;Ягоды;Клубника;2460;11;27060
23.06.2020 0:00;Магнит;Санкт-Петербург;Зелень;Салат айсберг;1380;42;57960
23.06.2020 0:00;Магнит;Москва;Зелень;Салат римский;540;24;12960
24.06.2020 0:00;Лента;Екатеринбург;Фрукты;Абрикосы;1320;8;10560
24.06.2020 0:00;Лента;Москва;Овощи;Картофель;690;91;62790
24.06.2020 0:00;Ашан;Санкт-Петербург;Зелень;Укроп;650;48;31200
24.06.2020 0:00;Лента;Санкт-Петербург;Фрукты;Бананы;2400;6;14400
24.06.2020 0:00;Ашан;Москва;Зелень;Салат римский;540;100;54000
24.06.2020 0:00;О'КЕЙ;Ростов-на-Дону;Фрукты;Груши;1420;46;65320
24.06.2020 0:00;Магнит;Ростов-на-Дону;Фрукты;Яблоки;1230;98;120540
24.06.2020 0:00;Магнит;Волгоград;Зелень;Лук зеленый;705;47;33135
25.06.2020 0:00;Ашан;Новосибирск;Ягоды;Черешня;1760;47;82720
25.06.2020 0:00;Магнит;Волгоград;Ягоды;Малина;2970;57;169290
25.06.2020 0:00;О'КЕЙ;Волгоград;Зелень;Салат айсберг;1380;39;53820
25.06.2020 0:00;О'КЕЙ;Москва;Зелень;Салат айсберг;1380;50;69000
25.06.2020 0:00;Ашан;Волгоград;Ягоды;Голубика;3205;88;282040
25.06.2020 0:00;Магнит;Волгоград;Овощи;Капуста;460;25;11500
25.06.2020 0:00;Лента;Волгоград;Фрукты;Апельсины;2540;61;154940
26.06.2020 0:00;О'КЕЙ;Волгоград;Зелень;Лук зеленый;705;43;30315
26.06.2020 0:00;Ашан;Волгоград;Фрукты;Сливы;930;52;48360
26.06.2020 0:00;Магнит;Ростов-на-Дону;Ягоды;Смородина черная;1505;69;103845
26.06.2020 0:00;Магнит;Волгоград;Овощи;Морковь;715;90;64350
26.06.2020 0:00;Лента;Санкт-Петербург;Ягоды;Голубика;3205;74;237170
26.06.2020 0:00;Лента;Волгоград;Овощи;Капуста;460;65;29900
26.06.2020 0:00;Магнит;Санкт-Петербург;Ягоды;Брусника;1670;12;20040
26.06.2020 0:00;О'КЕЙ;Волгоград;Фрукты;Яблоки;1230;36;44280
26.06.2020 0:00;О'КЕЙ;Волгоград;Ягоды;Черешня;1760;47;82720
26.06.2020 0:00;Магнит;Волгоград;Ягоды;Смородина черная;1505;63;94815
27.06.2020 0:00;Магнит;Ростов-на-Дону;Зелень;Салат айсберг;1380;23;31740
27.06.2020 0:00;Лента;Волгоград;Овощи;Картофель;690;39;26910
27.06.2020 0:00;Лента;Екатеринбург;Овощи;Капуста;460;43;19780
27.06.2020 0:00;Лента;Екатеринбург;Фрукты;Бананы;2400;95;228000
27.06.2020 0:00;Магнит;Санкт-Петербург;Ягоды;Голубика;3205;27;86535
27.06.2020 0:00;Лента;Ростов-на-Дону;Зелень;Петрушка;640;95;60800
27.06.2020 0:00;Лента;Новосибирск;Ягоды;Голубика;3205;86;275630
27.06.2020 0:00;Лента;Москва;Зелень;Укроп;650;28;18200
27.06.2020 0:00;О'КЕЙ;Санкт-Петербург;Овощи;Капуста;460;69;31740
27.06.2020 0:00;Магнит;Новосибирск;Фрукты;Яблоки;1230;76;93480
28.06.2020 0:00;Ашан;Новосибирск;Овощи;Кабачки;325;96;31200
28.06.2020 0:00;Магнит;Ростов-на-Дону;Зелень;Кинза;650;13;8450
28.06.2020 0:00;О'КЕЙ;Москва;Овощи;Свекла;450;71;31950
28.06.2020 0:00;Магнит;Ростов-на-Дону;Фрукты;Бананы;2400;73;175200
28.06.2020 0:00;Ашан;Санкт-Петербург;Зелень;Петрушка;640;50;32000
28.06.2020 0:00;О'КЕЙ;Волгоград;Овощи;Капуста;460;40;18400
28.06.2020 0:00;Магнит;Волгоград;Ягоды;Черешня;1760;49;86240
28.06.2020 0:00;Лента;Санкт-Петербург;Овощи;Кабачки;325;26;8450
28.06.2020 0:00;Магнит;Ростов-на-Дону;Ягоды;Малина;2970;95;282150
28.06.2020 0:00;О'КЕЙ;Москва;Зелень;Кинза;650;58;37700
28.06.2020 0:00;Магнит;Екатеринбург;Фрукты;Яблоки;1230;13;15990
29.06.2020 0:00;О'КЕЙ;Новосибирск;Овощи;Картофель;690;90;62100
29.06.2020 0:00;Магнит;Волгоград;Зелень;Лук зеленый;705;30;21150
29.06.2020 0:00;Лента;Новосибирск;Ягоды;Голубика;3205;85;272425
29.06.2020 0:00;Магнит;Москва;Фрукты;Яблоки;1230;90;110700
30.06.2020 0:00;О'КЕЙ;Новосибирск;Фрукты;Бананы;2400;17;40800
30.06.2020 0:00;О'КЕЙ;Волгоград;Зелень;Кинза;650;84;54600
30.06.2020 0:00;Ашан;Ростов-на-Дону;Овощи;Картофель;690;42;28980
30.06.2020 0:00;Магнит;Екатеринбург;Овощи;Баклажаны;890;44;39160
30.06.2020 0:00;Магнит;Санкт-Петербург;Зелень;Салат римский;540;10;5400
01.07.2020 0:00;Лента;Ростов-на-Дону;Фрукты;Сливы;930;68;63240
01.07.2020 0:00;Лента;Екатеринбург;Зелень;Кинза;650;68;44200
01.07.2020 0:00;Лента;Ростов-на-Дону;Овощи;Баклажаны;890;46;40940
01.07.2020 0:00;Магнит;Новосибирск;Ягоды;Клубника;2460;12;29520
01.07.2020 0:00;Лента;Екатеринбург;Ягоды;Малина;2970;30;89100
01.07.2020 0:00;Магнит;Екатеринбург;Ягоды;Смородина черная;1505;55;82775
01.07.2020 0:00;О'КЕЙ;Екатеринбург;Зелень;Салат айсберг;1380;92;126960
01.07.2020 0:00;О'КЕЙ;Волгоград;Зелень;Укроп;650;88;57200
01.07.2020 0:00;Ашан;Екатеринбург;Овощи;Баклажаны;890;61;54290
01.07.2020 0:00;Магнит;Новосибирск;Зелень;Укроп;650;84;54600
01.07.2020 0:00;Ашан;Волгоград;Фрукты;Бананы;2400;38;91200
01.07.2020 0:00;О'КЕЙ;Санкт-Петербург;Овощи;Кабачки;325;86;27950
02.07.2020 0:00;Магнит;Волгоград;Овощи;Капуста;460;57;26220
02.07.2020 0:00;Лента;Екатеринбург;Фрукты;Яблоки;1230;90;110700
02.07.2020 0:00;О'КЕЙ;Волгоград;Фрукты;Яблоки;1230;76;93480
02.07.2020 0:00;Лента;Волгоград;Зелень;Салат римский;540;48;25920
02.07.2020 0:00;О'КЕЙ;Москва;Овощи;Морковь;715;27;19305
02.07.2020 0:00;Лента;Ростов-на-Дону;Зелень;Салат айсберг;1380;25;34500
02.07.2020 0:00;О'КЕЙ;Волгоград;Овощи;Капуста;460;72;33120
02.07.2020 0:00;О'КЕЙ;Москва;Зелень;Салат айсберг;1380;54;74520
02.07.2020 0:00;О'КЕЙ;Новосибирск;Фрукты;Бананы;2400;72;172800
02.07.2020 0:00;Лента;Москва;Овощи;Картофель;690;28;19320
02.07.2020 0:00;Магнит;Волгоград;Фрукты;Абрикосы;1320;42;55440
03.07.2020 0:00;О'КЕЙ;Москва;Овощи;Свекла;450;87;39150
03.07.2020 0:00;Ашан;Екатеринбург;Овощи;Картофель;690;64;44160
03.07.2020 0:00;Ашан;Новосибирск;Ягоды;Смородина черная;1505;44;66220
03.07.2020 0:00;Ашан;Волгоград;Зелень;Укроп;650;67;43550
03.07.2020 0:00;Магнит;Новосибирск;Овощи;Капуста;460;23;10580
03.07.2020 0:00;О'КЕЙ;Волгоград;Овощи;Морковь;715;34;24310
03.07.2020 0:00;О'КЕЙ;Екатеринбург;Зелень;Лук зеленый;705;14;9870
03.07.2020 0:00;Магнит;Санкт-Петербург;Зелень;Кинза;650;70;45500
03.07.2020 0:00;Магнит;Москва;Фрукты;Абрикосы;1320;61;80520
03.07.2020 0:00;Ашан;Волгоград;Овощи;Кабачки;325;57;18525
04.07.2020 0:00;Магнит;Волгоград;Ягоды;Черешня;1760;95;167200
04.07.2020 0:00;Лента;Ростов-на-Дону;Зелень;Кинза;650;77;50050
04.07.2020 0:00;Ашан;Ростов-на-Дону;Зелень;Салат римский;540;33;17820
04.07.2020 0:00;О'КЕЙ;Волгоград;Овощи;Морковь;715;9;6435
04.07.2020 0:00;Магнит;Новосибирск;Овощи;Капуста;460;7;3220
04.07.2020 0:00;О'КЕЙ;Новосибирск;Ягоды;Клубника;2460;70;172200
04.07.2020 0:00;Ашан;Волгоград;Фрукты;Абрикосы;1320;27;35640
04.07.2020 0:00;Магнит;Москва;Фрукты;Яблоки;1230;30;36900
04.07.2020 0:00;Ашан;Москва;Зелень;Укроп;650;33;21450
04.07.2020 0:00;Магнит;Екатеринбург;Зелень;Салат айсберг;1380;99;136620
04.07.2020 0:00;Ашан;Волгоград;Фрукты;Бананы;2400;81;194400
04.07.2020 0:00;Ашан;Ростов-на-Дону;Овощи;Картофель;690;71;48990
05.07.2020 0:00;Ашан;Новосибирск;Фрукты;Абрикосы;1320;68;89760
05.07.2020 0:00;Ашан;Ростов-на-Дону;Фрукты;Абрикосы;1320;18;23760
05.07.2020 0:00;Магнит;Волгоград;Зелень;Кинза;650;53;34450
05.07.2020 0:00;Магнит;Санкт-Петербург;Ягоды;Клубника;2460;25;61500
05.07.2020 0:00;О'КЕЙ;Ростов-на-Дону;Овощи;Картофель;690;88;60720
05.07.2020 0:00;Лента;Москва;Ягоды;Малина;2970;46;136620
05.07.2020 0:00;Магнит;Екатеринбург;Ягоды;Смородина черная;1505;63;94815
05.07.2020 0:00;О'КЕЙ;Волгоград;Фрукты;Сливы;930;43;39990
05.07.2020 0:00;Ашан;Екатеринбург;Зелень;Салат римский;540;23;12420
05.07.2020 0:00;Магнит;Екатеринбург;Овощи;Капуста;460;26;11960
06.07.2020 0:00;Магнит;Екатеринбург;Зелень;Лук зеленый;705;27;19035
06.07.2020 0:00;Ашан;Волгоград;Зелень;Петрушка;640;17;10880
06.07.2020 0:00;Лента;Санкт-Петербург;Овощи;Свекла;450;8;3600
06.07.2020 0:00;Магнит;Санкт-Петербург;Фрукты;Груши;1420;71;100820
06.07.2020 0:00;Лента;Новосибирск;Зелень;Лук зеленый;705;83;58515
06.07.2020 0:00;Ашан;Ростов-на-Дону;Зелень;Салат айсберг;1380;43;59340
06.07.2020 0:00;Лента;Санкт-Петербург;Овощи;Капуста;460;15;6900
06.07.2020 0:00;Ашан;Волгоград;Зелень;Кинза;650;23;14950
06.07.2020 0:00;Лента;Волгоград;Ягоды;Черешня;1760;15;26400
07.07.2020 0:00;Ашан;Екатеринбург;Ягоды;Голубика;3205;96;307680
07.07.2020 0:00;О'КЕЙ;Екатеринбург;Зелень;Салат римский;540;19;10260
07.07.2020 0:00;Магнит;Новосибирск;Зелень;Салат айсберг;1380;63;86940
07.07.2020 0:00;Ашан;Москва;Овощи;Кабачки;325;32;10400
07.07.2020 0:00;О'КЕЙ;Санкт-Петербург;Зелень;Салат айсберг;1380;29;40020
07.07.2020 0:00;О'КЕЙ;Санкт-Петербург;Фрукты;Сливы;930;18;16740
07.07.2020 0:00;Магнит;Новосибирск;Фрукты;Сливы;930;70;65100
07.07.2020 0:00;Магнит;Новосибирск;Зелень;Салат римский;540;21;11340
07.07.2020 0:00;Лента;Ростов-на-Дону;Зелень;Лук зеленый;705;83;58515
07.07.2020 0:00;Магнит;Москва;Ягоды;Голубика;3205;88;282040
08.07.2020 0:00;Магнит;Екатеринбург;Ягоды;Малина;2970;85;252450
08.07.2020 0:00;Лента;Новосибирск;Ягоды;Малина;2970;42;124740
08.07.2020 0:00;Лента;Волгоград;Ягоды;Смородина черная;1505;40;60200
08.07.2020 0:00;О'КЕЙ;Новосибирск;Овощи;Капуста;460;82;37720
08.07.2020 0:00;Лента;Москва;Фрукты;Абрикосы;1320;47;62040
08.07.2020 0:00;О'КЕЙ;Санкт-Петербург;Овощи;Картофель;690;12;8280
08.07.2020 0:00;Магнит;Санкт-Петербург;Ягоды;Голубика;3205;50;160250
08.07.2020 0:00;Магнит;Ростов-на-Дону;Фрукты;Бананы;2400;47;112800
08.07.2020 0:00;Магнит;Волгоград;Зелень;Салат римский;540;12;6480
09.07.2020 0:00;Магнит;Ростов-на-Дону;Фрукты;Апельсины;2540;50;127000
09.07.2020 0:00;Лента;Екатеринбург;Овощи;Баклажаны;890;26;23140
09.07.2020 0:00;О'КЕЙ;Москва;Фрукты;Абрикосы;1320;58;76560
09.07.2020 0:00;Ашан;Волгоград;Фрукты;Абрикосы;1320;93;122760
09.07.2020 0:00;О'КЕЙ;Москва;Фрукты;Сливы;930;42;39060
09.07.2020 0:00;Лента;Ростов-на-Дону;Ягоды;Смородина черная;1505;13;19565
09.07.2020 0:00;Ашан;Волгоград;Фрукты;Бананы;2400;100;240000
09.07.2020 0:00;Ашан;Новосибирск;Фрукты;Бананы;2400;81;194400
09.07.2020 0:00;Лента;Москва;Зелень;Укроп;650;79;51350
09.07.2020 0:00;Магнит;Новосибирск;Зелень;Кинза;650;54;35100
10.07.2020 0:00;О'КЕЙ;Новосибирск;Зелень;Лук зеленый;705;46;32430
10.07.2020 0:00;О'КЕЙ;Волгоград;Ягоды;Голубика;3205;35;112175
10.07.2020 0:00;Ашан;Москва;Фрукты;Яблоки;1230;66;81180
10.07.2020 0:00;Ашан;Новосибирск;Зелень;Укроп;650;36;23400
10.07.2020 0:00;О'КЕЙ;Санкт-Петербург;Овощи;Картофель;690;23;15870
10.07.2020 0:00;О'КЕЙ;Новосибирск;Овощи;Кабачки;325;38;12350
10.07.2020 0:00;Лента;Ростов-на-Дону;Овощи;Капуста;460;14;6440
10.07.2020 0:00;Магнит;Новосибирск;Овощи;Баклажаны;890;66;58740
10.07.2020 0:00;Лента;Санкт-Петербург;Фрукты;Абрикосы;1320;15;19800
10.07.2020 0:00;Ашан;Санкт-Петербург;Овощи;Картофель;690;38;26220
10.07.2020 0:00;Ашан;Москва;Овощи;Свекла;450;87;39150
11.07.2020 0:00;О'КЕЙ;Екатеринбург;Зелень;Кинза;650;68;44200
11.07.2020 0:00;О'КЕЙ;Санкт-Петербург;Зелень;Укроп;650;42;27300
11.07.2020 0:00;Магнит;Екатеринбург;Овощи;Баклажаны;890;32;28480
11.07.2020 0:00;О'КЕЙ;Волгоград;Ягоды;Малина;2970;27;80190
11.07.2020 0:00;Лента;Москва;Зелень;Кинза;650;13;8450
11.07.2020 0:00;О'КЕЙ;Москва;Ягоды;Черешня;1760;67;117920
11.07.2020 0:00;Ашан;Москва;Зелень;Салат римский;540;91;49140
12.07.2020 0:00;Ашан;Новосибирск;Овощи;Свекла;450;40;18000
12.07.2020 0:00;Лента;Волгоград;Зелень;Кинза;650;90;58500
12.07.2020 0:00;О'КЕЙ;Новосибирск;Ягоды;Малина;2970;83;246510
12.07.2020 0:00;О'КЕЙ;Москва;Фрукты;Апельсины;2540;15;38100
12.07.2020 0:00;Магнит;Ростов-на-Дону;Ягоды;Брусника;1670;46;76820
12.07.2020 0:00;О'КЕЙ;Москва;Ягоды;Брусника;1670;53;88510
12.07.2020 0:00;Ашан;Екатеринбург;Овощи;Картофель;690;51;35190
12.07.2020 0:00;Лента;Екатеринбург;Зелень;Кинза;650;41;26650
13.07.2020 0:00;Ашан;Волгоград;Овощи;Баклажаны;890;74;65860
13.07.2020 0:00;Магнит;Санкт-Петербург;Зелень;Петрушка;640;42;26880
13.07.2020 0:00;Магнит;Санкт-Петербург;Овощи;Капуста;460;5;2300
13.07.2020 0:00;Лента;Волгоград;Ягоды;Голубика;3205;83;266015
13.07.2020 0:00;Магнит;Санкт-Петербург;Ягоды;Смородина черная;1505;22;33110
13.07.2020 0:00;Магнит;Новосибирск;Овощи;Кабачки;325;72;23400
13.07.2020 0:00;О'КЕЙ;Волгоград;Овощи;Баклажаны;890;38;33820
14.07.2020 0:00;Магнит;Екатеринбург;Ягоды;Клубника;2460;59;145140
14.07.2020 0:00;Магнит;Новосибирск;Ягоды;Малина;2970;72;213840
14.07.2020 0:00;О'КЕЙ;Ростов-на-Дону;Зелень;Лук зеленый;705;83;58515
14.07.2020 0:00;О'КЕЙ;Москва;Овощи;Баклажаны;890;64;56960
14.07.2020 0:00;Магнит;Ростов-на-Дону;Зелень;Кинза;650;74;48100
14.07.2020 0:00;О'КЕЙ;Волгоград;Овощи;Кабачки;325;35;11375
14.07.2020 0:00;О'КЕЙ;Волгоград;Ягоды;Клубника;2460;67;164820
14.07.2020 0:00;Ашан;Санкт-Петербург;Зелень;Кинза;650;29;18850
14.07.2020 0:00;Магнит;Новосибирск;Овощи;Баклажаны;890;93;82770
14.07.2020 0:00;Ашан;Москва;Зелень;Петрушка;640;65;41600
